cg_poly

5 atom types
3 bond types

1594 atoms
9 bonds

0.000000 69.873901 xlo xhi
0.000000 69.873901 ylo yhi
0.000000 69.873901 zlo zhi

Masses

1 28.000000 # B2
2 104.000000 # B3
3 86.000000 # SOL
4 29.000000 # B4
5 105.000000 # B1

Atoms

44 9 3  28.553837 49.497440 20.333488
45 9 3  64.336281 19.636627 56.624069
46 10 3  22.934303 7.018721 10.790582
47 10 3  15.778023 65.050934 46.710117
48 10 3  62.468258 59.936512 65.789650
49 10 3  27.981047 0.936861 46.549419
50 10 3  18.506861 48.899300 52.799187
51 11 3  49.867325 25.499535 46.067326
52 11 3  38.795116 30.862209 39.022789
53 11 3  0.225466 66.355934 32.701862
54 11 3  21.795815 51.578606 3.133140
55 11 3  2.950814 8.134884 16.288721
56 12 3  30.518721 39.433372 11.807094
57 12 3  17.929419 15.891279 43.187210
58 12 3  41.057789 49.149418 17.547209
59 12 3  63.328720 42.289768 43.975582
60 12 3  60.191746 37.050583 60.794186
61 13 3  61.198837 31.508604 41.677559
62 13 3  33.755116 13.660930 47.689766
63 13 3  68.433487 40.513374 0.296393
64 13 3  32.871162 3.590465 10.726860
65 13 3  45.636280 32.578953 52.826977
66 14 3  50.704185 21.212326 42.089302
67 14 3  47.015232 51.604187 18.054651
68 14 3  35.077324 41.455929 16.015116
69 14 3  2.599936 23.212675 7.672558
70 14 3  66.119072 64.206627 29.072674
71 15 3  23.159883 69.052849 65.068954
72 15 3  13.585698 27.486164 65.003258
73 15 3  3.113256 48.010815 11.961046
74 15 3  18.949883 3.361395 17.022209
75 15 3  2.586279 69.537445 42.337906
76 16 3  36.932323 46.448372 27.955349
77 16 3  39.388142 43.902443 21.910233
78 16 3  44.139301 26.224186 26.539883
79 16 3  36.102211 39.850231 24.685349
80 16 3  9.919884 38.083721 60.760002
81 17 3  14.075116 12.482558 35.383606
82 17 3  44.588257 49.317673 56.206512
83 17 3  39.740814 39.726860 50.283836
84 17 3  20.000233 6.681744 32.382557
85 17 3  19.393721 60.271862 49.583023
86 18 3  66.027908 46.969418 12.313372
87 18 3  68.295120 43.103722 60.457211
88 18 3  14.279884 0.654588 15.165581
89 18 3  15.354768 60.196396 60.742210
90 18 3  2.387557 9.609767 45.717442
91 19 3  17.465582 48.008488 21.860929
92 19 3  52.063488 61.445930 29.190699
93 19 3  13.022093 69.781281 25.213720
94 19 3  25.217791 64.729301 22.192209
95 19 3  0.522093 37.508141 4.953488
96 20 3  47.088024 11.537675 39.529999
97 20 3  5.011860 25.762674 67.059189
98 20 3  48.234070 6.045349 41.052559
99 20 3  4.045232 25.993488 16.634302
100 20 3  48.203487 23.598953 18.438372
101 21 3  46.743370 39.073605 6.725581
102 21 3  63.249416 13.423256 8.411047
103 21 3  63.836975 32.091045 58.332443
104 21 3  41.984303 55.780003 62.704185
105 21 3  50.040234 15.740000 3.337791
106 22 3  13.322442 23.388605 69.802155
107 22 3  52.620583 54.073139 25.314070
108 22 3  37.208141 22.840582 35.000114
109 22 3  68.098602 45.292789 55.116512
110 22 3  68.802559 29.846745 45.372326
111 23 3  22.882093 50.095814 36.946396
112 23 3  21.044069 44.245930 30.183605
113 23 3  24.074535 13.285814 25.591396
114 23 3  34.800465 50.039650 48.048023
115 23 3  45.202442 33.241859 41.197559
116 24 3  23.266861 26.151976 26.023024
117 24 3  51.003139 53.650116 51.179768
118 24 3  35.678024 31.823256 5.605814
119 24 3  69.350121 22.484070 12.861628
120 24 3  4.799186 13.948024 47.241627
121 25 3  69.751747 63.184303 38.470928
122 25 3  39.700348 52.883602 38.665234
123 25 3  19.772558 26.430117 62.379303
124 25 3  38.987556 32.515697 65.570580
125 25 3  62.803604 9.365814 59.659534
126 26 3  63.020580 39.893024 40.360931
127 26 3  9.405000 1.495233 31.556860
128 26 3  66.628021 41.260464 13.539651
129 26 3  2.908372 7.876628 53.414650
130 26 3  3.949419 33.480232 45.465118
131 27 3  32.588722 52.550465 41.404766
132 27 3  34.206978 38.394188 53.354420
133 27 3  4.702209 65.547440 33.748489
134 27 3  14.232557 37.727093 1.981977
135 27 3  8.653256 55.423489 47.962673
136 28 3  58.605698 22.207907 58.380699
137 28 3  9.278605 45.672325 68.199486
138 28 3  2.719186 2.242326 18.312094
139 28 3  49.802208 45.291046 31.011045
140 28 3  1.666395 39.686394 16.090815
141 29 3  32.923603 12.792093 37.725815
142 29 3  65.766167 28.001511 17.528372
143 29 3  17.679651 41.074184 59.952442
144 29 3  45.118374 10.104419 23.313139
145 29 3  54.489651 48.203953 66.418839
146 30 3  41.858490 7.018023 2.856046
147 30 3  49.825348 17.147442 37.600464
148 30 3  35.896976 12.848953 57.617676
149 30 3  40.006744 15.089418 18.850233
150 30 3  24.466976 14.570116 39.996975
151 31 3  34.942558 34.040581 1.008954
152 31 3  28.511976 45.505348 38.188141
153 31 3  7.515814 41.327789 33.208488
154 31 3  53.790466 31.046511 42.341976
155 31 3  44.994652 56.802326 54.321396
156 32 3  12.490698 48.323605 61.595348
157 32 3  4.804767 56.660465 61.734070
158 32 3  48.779999 56.203487 60.312675
159 32 3  65.058487 28.842907 11.154883
160 32 3  62.462673 0.600750 44.826977
161 33 3  5.132209 11.136628 68.719139
162 33 3  11.742209 33.872093 1.341628
163 33 3  49.290115 66.804420 62.659653
164 33 3  36.683605 3.618256 33.298138
165 33 3  2.020698 1.593373 2.191977
166 34 3  43.251743 6.934070 59.422676
167 34 3  62.595234 14.528024 56.706745
168 34 3  38.079185 60.643604 22.245930
169 34 3  2.501977 40.165813 47.162907
170 34 3  40.892208 13.523372 34.436977
171 35 3  6.003604 31.727907 65.747910
172 35 3  59.980118 54.921043 30.050116
173 35 3  64.198257 23.783953 5.929535
174 35 3  62.521046 27.399651 67.301743
175 35 3  41.289070 50.073372 28.573954
176 36 3  59.143257 41.151630 14.867209
177 36 3  47.363487 69.618835 31.919302
178 36 3  64.457092 58.394070 28.828024
179 36 3  17.359070 24.594185 17.710930
180 36 3  37.187790 53.247208 32.684185
181 37 3  51.021397 41.480698 52.865700
182 37 3  19.011395 17.193487 8.389651
183 37 3  7.613372 35.156162 42.558258
184 37 3  48.282440 63.843025 31.773024
185 37 3  36.470699 15.112209 43.154652
186 38 3  61.767906 19.071976 26.888489
187 38 3  42.431396 10.630930 49.735466
188 38 3  66.945816 2.144070 42.144650
189 38 3  16.317093 6.357790 26.715931
190 38 3  67.907272 56.360931 67.568489
191 39 3  17.700813 7.944767 50.588024
192 39 3  47.779999 1.715286 5.508372
193 39 3  61.434303 13.562675 62.586395
194 39 3  58.230232 55.922791 11.304070
195 39 3  67.050934 15.448488 14.086861
196 40 3  44.282791 52.277908 3.237791
197 40 3  52.711742 36.920696 27.764536
198 40 3  46.096165 9.331744 45.010468
199 40 3  31.374187 36.454651 31.694767
200 40 3  16.403372 55.042789 2.203720
201 41 3  68.173431 25.994068 2.208604
202 41 3  36.899071 4.002093 2.859419
203 41 3  26.113836 7.724419 14.561745
204 41 3  29.490349 9.015697 39.095234
205 41 3  39.951046 56.594185 58.060699
206 42 3  14.619651 10.672092 43.870350
207 42 3  38.328140 36.226048 32.782673
208 42 3  49.776745 47.502090 17.854185
209 42 3  61.581394 38.350582 33.312675
210 42 3  57.743603 53.817791 68.186974
211 43 3  61.091743 49.691162 44.584305
212 43 3  25.470118 54.126045 10.758488
213 43 3  3.357442 21.704535 0.296744
214 43 3  39.074768 23.492558 27.157209
215 43 3  1.037442 52.829765 32.577328
216 44 3  11.229070 33.456047 35.515232
217 44 3  23.798954 44.006279 49.942677
218 44 3  35.236511 12.910233 21.409767
219 44 3  31.050232 19.076395 39.988255
220 44 3  33.237091 61.318836 55.072208
221 45 3  6.416396 28.102791 53.670929
222 45 3  15.675465 64.443718 22.062208
223 45 3  38.992908 39.462791 68.061859
224 45 3  47.401394 48.527557 0.563256
225 45 3  63.260929 26.411163 51.080002
226 46 3  9.006279 15.305814 6.960116
227 46 3  39.617672 62.018837 11.100233
228 46 3  43.756279 44.130928 53.554886
229 46 3  3.992674 21.130465 54.097324
230 46 3  20.536860 54.846863 33.970814
231 47 3  26.127441 45.936394 34.162792
232 47 3  56.155930 37.969185 33.676163
233 47 3  6.026861 22.333256 46.129650
234 47 3  5.993372 12.826279 61.963604
235 47 3  5.296628 0.269006 8.401511
236 48 3  43.604420 31.666162 65.911858
237 48 3  56.642326 12.096512 45.568836
238 48 3  56.040581 36.830582 15.402093
239 48 3  32.110233 45.918720 55.401279
240 48 3  36.416397 51.822906 68.487793
241 49 3  41.870815 44.724419 34.826397
242 49 3  57.901512 30.881279 54.824070
243 49 3  60.765118 30.108604 26.673952
244 49 3  13.974419 12.213372 5.475233
245 49 3  28.358721 62.875233 5.784651
246 50 3  52.359653 58.411976 10.756861
247 50 3  58.725582 63.569653 66.181862
248 50 3  15.757093 28.620813 58.069420
249 50 3  64.426857 34.545349 43.608257
250 50 3  15.612326 50.138256 34.645580
251 51 3  66.401749 9.010000 55.438023
252 51 3  65.038605 53.480347 32.686161
253 51 3  21.540234 62.599651 62.604534
254 51 3  43.671627 57.406513 33.949650
255 51 3  52.230350 24.187908 20.969303
256 52 3  20.718605 21.942675 30.717093
257 52 3  50.102211 52.212208 59.943954
258 52 3  66.806976 1.654934 0.766448
259 52 3  45.961395 21.401628 37.081047
260 52 3  56.164536 11.882558 19.403721
261 53 3  11.065000 13.378605 49.299301
262 53 3  47.595348 11.059302 34.288021
263 53 3  14.126977 59.423954 34.992443
264 53 3  9.841744 18.385349 41.840931
265 53 3  45.737328 52.911976 68.988373
266 54 3  32.722675 0.392906 42.132675
267 54 3  19.829304 13.594535 31.442675
268 54 3  37.514187 68.344536 0.570814
269 54 3  0.820930 0.616047 12.120465
270 54 3  45.777439 44.083603 64.066162
271 55 3  67.680466 63.670929 50.339649
272 55 3  27.481279 27.365931 45.924999
273 55 3  56.932209 67.506859 31.277557
274 55 3  69.114944 42.642208 40.803837
275 55 3  21.079302 32.578720 27.707790
276 56 3  60.923836 47.807674 67.586044
277 56 3  64.690811 41.961742 24.787790
278 56 3  9.078023 20.337675 57.669186
279 56 3  32.231396 28.646395 24.331047
280 56 3  56.764301 7.699535 59.568836
281 57 3  39.381863 3.402558 42.221745
282 57 3  17.202326 69.584366 9.281860
283 57 3  33.028137 42.794765 37.132092
284 57 3  64.471626 60.140930 34.730350
285 57 3  59.894070 29.834187 15.816047
286 58 3  7.720349 59.340698 34.647327
287 58 3  46.461510 58.602325 49.461281
288 58 3  23.672325 3.956977 69.872673
289 58 3  66.507561 69.625114 9.086861
290 58 3  58.740463 26.586395 3.574768
291 59 3  68.958839 16.641047 4.547326
292 59 3  49.952442 22.213257 9.639535
293 59 3  63.011047 27.835930 36.145699
294 59 3  44.409187 38.791626 63.266163
295 59 3  34.960583 45.201859 68.610931
296 60 3  10.106977 69.700294 18.979534
297 60 3  39.168606 22.406279 0.041048
298 60 3  69.499649 10.140232 26.732441
299 60 3  52.017208 40.576397 11.379418
300 60 3  29.848837 29.067558 19.775698
301 61 3  55.760349 50.578487 27.130581
302 61 3  12.880582 23.086628 42.418720
303 61 3  53.778721 50.947674 56.806744
304 61 3  17.032907 54.762444 44.325932
305 61 3  59.289997 62.752094 35.890697
306 62 3  44.331745 28.169069 11.185232
307 62 3  15.880697 21.903372 32.494419
308 62 3  61.340466 4.698256 7.872907
309 62 3  52.828953 68.951859 54.499649
310 62 3  61.560699 5.397558 55.441975
311 63 3  55.646744 65.239532 26.581743
312 63 3  8.320581 21.502907 50.803257
313 63 3  53.934303 15.995464 55.170696
314 63 3  20.663372 36.989185 65.935928
315 63 3  41.847210 35.282440 4.002907
316 64 3  21.662441 15.450813 18.385931
317 64 3  18.236279 45.334652 68.391747
318 64 3  59.805698 61.273724 5.206047
319 64 3  33.446976 58.530231 61.044189
320 64 3  17.903488 59.443954 40.637791
321 65 3  18.762093 24.584766 5.909419
322 65 3  32.462906 28.818140 57.267094
323 65 3  27.980116 46.269882 3.530930
324 65 3  45.380001 42.000233 47.926510
325 65 3  9.509651 57.099300 2.721163
326 66 3  29.853371 7.455465 67.654999
327 66 3  55.186977 22.904766 63.465931
328 66 3  49.735001 35.933952 35.462326
329 66 3  64.704071 25.335464 41.416977
330 66 3  48.792210 3.148837 11.099651
331 67 3  64.111275 58.323956 51.500233
332 67 3  35.505001 59.844536 6.192675
333 67 3  19.903605 11.545815 66.590118
334 67 3  49.385929 36.423023 16.334419
335 67 3  4.746744 33.851627 27.087675
336 68 3  39.825932 49.189884 57.217091
337 68 3  35.764999 44.021278 53.477440
338 68 3  66.135582 46.859070 69.069771
339 68 3  2.526163 42.026627 69.172394
340 68 3  34.190350 4.371395 15.026977
341 69 3  13.863372 53.798721 63.713257
342 69 3  21.463024 34.241165 15.602906
343 69 3  46.977211 1.468542 59.630001
344 69 3  14.915233 4.380814 4.218837
345 69 3  58.157558 10.356047 11.136395
346 70 3  40.202324 23.963720 60.391396
347 70 3  58.401627 0.384122 10.415116
348 70 3  68.331047 55.359184 38.083836
349 70 3  33.374069 23.068138 13.098721
350 70 3  51.226280 68.863197 10.292907
351 71 3  4.229302 68.877739 48.554184
352 71 3  46.766861 46.680580 45.180698
353 71 3  34.536861 62.789650 19.986395
354 71 3  50.471046 36.220932 4.868721
355 71 3  10.233140 28.034185 57.633839
356 72 3  36.920116 19.153837 55.431976
357 72 3  30.039536 10.868488 42.851048
358 72 3  36.081165 12.433372 35.461746
359 72 3  26.516745 3.265930 24.405813
360 72 3  61.771976 6.673489 66.750000
361 73 3  35.840233 58.224533 11.925930
362 73 3  20.268372 56.575233 8.804535
363 73 3  48.299068 68.436394 50.214653
364 73 3  1.227209 11.218140 12.153488
365 73 3  46.172676 62.223373 69.471397
366 74 3  39.991047 40.236977 43.727211
367 74 3  11.505233 52.577328 40.771862
368 74 3  24.549070 32.014069 45.045349
369 74 3  35.009186 32.466396 32.002441
370 74 3  4.086047 15.072558 3.125814
371 75 3  21.896976 49.289070 69.178719
372 75 3  49.994652 23.551628 26.641861
373 75 3  29.682442 20.329302 68.357330
374 75 3  8.906628 10.464069 24.646627
375 75 3  51.734070 67.570816 28.072674
376 76 3  33.321629 23.367210 20.804651
377 76 3  58.085930 33.032673 49.635929
378 76 3  66.846977 65.181160 67.634651
379 76 3  2.778023 55.506863 10.562442
380 76 3  3.558837 21.438255 19.602442
381 77 3  52.206860 2.954302 38.005116
382 77 3  37.892208 28.440929 9.972791
383 77 3  68.682205 22.664186 48.461163
384 77 3  11.889302 52.694653 31.536861
385 77 3  66.880348 13.223721 50.783604
386 78 3  49.546165 60.498722 61.607792
387 78 3  48.859886 4.352325 30.073954
388 78 3  64.525581 48.910465 35.026745
389 78 3  63.390697 52.514069 2.076279
390 78 3  7.583721 30.054419 46.253021
391 79 3  41.208721 23.717093 10.800117
392 79 3  45.321743 35.006859 58.996510
393 79 3  44.740002 5.910233 52.853024
394 79 3  69.621223 59.451744 13.573139
395 79 3  62.071396 33.656979 8.774535
396 80 3  59.552910 30.902790 20.893372
397 80 3  28.700232 43.010231 22.900116
398 80 3  13.658954 23.203953 63.309536
399 80 3  55.386280 29.084883 25.777676
400 80 3  42.061745 39.849651 19.824303
401 81 3  6.208488 53.633022 39.118256
402 81 3  14.554651 41.310814 43.988373
403 81 3  1.697674 61.067673 56.310932
404 81 3  18.879303 61.508373 55.187908
405 81 3  30.490582 25.743605 16.552673
406 82 3  47.439537 5.098605 0.251743
407 82 3  34.383839 0.001099 5.302209
408 82 3  17.182442 21.137558 45.298489
409 82 3  31.695465 23.162209 33.771397
410 82 3  6.846745 68.364067 3.491628
411 83 3  61.540699 39.891861 19.794069
412 83 3  63.744068 22.003954 65.051277
413 83 3  23.039883 10.913139 47.574070
414 83 3  16.907442 50.644184 29.674068
415 83 3  31.076397 3.578256 4.274767
416 84 3  62.547443 44.331280 36.129185
417 84 3  35.014420 64.855583 6.166396
418 84 3  11.977791 15.589884 21.527325
419 84 3  13.203372 9.340814 22.046047
420 84 3  30.028255 9.139302 10.145698
421 85 3  49.285233 15.875116 65.914764
422 85 3  7.595930 35.117908 22.369419
423 85 3  68.354301 29.585115 29.166628
424 85 3  12.823256 41.187092 6.574535
425 85 3  64.767212 17.635466 46.396862
426 86 3  5.898837 25.285465 21.657093
427 86 3  25.589884 34.148952 5.625465
428 86 3  29.170582 4.422093 20.597210
429 86 3  69.097092 58.403374 5.611163
430 86 3  10.710930 65.237793 9.542558
431 87 3  28.329069 69.245232 67.046631
432 87 3  66.473373 45.890350 46.318722
433 87 3  10.792442 29.389301 16.296629
434 87 3  50.348606 43.770699 66.212097
435 87 3  26.456280 67.856514 2.269767
436 88 3  5.695698 5.517791 10.749535
437 88 3  26.466280 37.579765 15.476745
438 88 3  68.705116 36.258720 32.640583
439 88 3  52.627441 48.509998 61.866512
440 88 3  17.031395 33.048489 66.031975
441 89 3  35.843372 46.467442 6.553954
442 89 3  68.833374 31.958721 59.094650
443 89 3  54.408024 59.835812 43.391861
444 89 3  31.030697 42.487675 64.873955
445 89 3  11.106860 69.654190 59.006626
446 90 3  20.428255 19.843952 15.587442
447 90 3  65.131516 29.528488 54.606277
448 90 3  27.952442 67.299881 10.113837
449 90 3  58.022907 48.187908 16.283720
450 90 3  55.411278 37.636745 20.686975
451 91 3  61.774185 61.388256 1.092442
452 91 3  14.196047 60.878487 65.577675
453 91 3  21.500116 44.063488 55.254185
454 91 3  3.956511 63.411861 69.533958
455 91 3  61.029305 56.513721 3.663721
456 92 3  66.842903 6.294652 66.343254
457 92 3  27.113024 25.137442 11.955233
458 92 3  52.778255 12.716744 13.408488
459 92 3  38.649769 21.542210 5.688023
460 92 3  44.193142 43.639881 0.540167
461 93 3  42.095699 62.561630 32.233486
462 93 3  11.473372 32.062675 63.093605
463 93 3  62.019188 29.311047 31.185698
464 93 3  65.236740 46.973255 62.359650
465 93 3  2.603310 18.326046 59.897556
466 94 3  40.222908 9.394419 40.072559
467 94 3  51.258720 47.902092 44.913025
468 94 3  24.881744 36.387676 50.137444
469 94 3  67.562790 8.859303 34.200233
470 94 3  10.911744 29.554302 51.706161
471 95 3  57.356628 44.055466 32.576511
472 95 3  25.755465 9.079186 55.565464
473 95 3  28.516163 1.753139 39.541512
474 95 3  64.911514 0.745465 29.767210
475 95 3  53.861164 12.769186 37.941280
476 96 3  53.804070 64.123604 21.978722
477 96 3  56.916279 47.830929 40.346394
478 96 3  31.778837 32.383606 51.787556
479 96 3  6.218256 41.362789 27.375349
480 96 3  27.740931 56.347908 58.200233
481 97 3  31.764303 31.332211 42.352211
482 97 3  63.339069 12.657209 33.991394
483 97 3  27.019419 6.350582 42.212093
484 97 3  62.662209 65.693138 32.286278
485 97 3  1.155349 45.499886 16.062674
486 98 3  28.621628 47.179302 10.869884
487 98 3  18.785465 18.085348 34.899769
488 98 3  46.966164 42.541164 15.603605
489 98 3  27.366512 27.838837 29.710930
490 98 3  11.837558 49.210117 24.918720
491 99 3  44.673256 6.087674 66.389305
492 99 3  41.148720 31.319185 20.967907
493 99 3  35.164650 2.283256 67.375580
494 99 3  50.751976 11.158256 2.703426
495 99 3  35.152908 67.635933 37.451279
496 100 3  9.113605 51.015114 2.058423
497 100 3  45.654999 11.846745 63.803257
498 100 3  35.142559 12.885232 2.221332
499 100 3  12.199767 43.109650 61.837326
500 100 3  42.315697 1.388023 67.603722
501 101 3  51.586163 8.301046 46.907093
502 101 3  2.504651 37.069653 54.535000
503 101 3  10.339767 8.357791 8.044070
504 101 3  40.786396 15.915349 48.044418
505 101 3  2.077442 13.427325 43.410351
506 102 3  35.096630 53.985348 16.222908
507 102 3  27.421162 50.422909 57.438255
508 102 3  10.910349 52.075233 52.314301
509 102 3  34.787327 25.885931 4.041395
510 102 3  28.375582 21.401978 24.034418
511 103 3  48.404537 38.870583 20.818489
512 103 3  55.239883 65.543839 5.099768
513 103 3  24.606745 51.781162 30.977325
514 103 3  66.096977 5.886512 46.093838
515 103 3  1.190930 63.454304 15.508256
516 104 3  18.789186 57.157093 57.426048
517 104 3  51.521858 5.338837 4.960465
518 104 3  3.439302 12.216977 31.858023
519 104 3  36.982674 5.266744 38.307907
520 104 3  55.280582 41.073139 55.249069
521 105 3  46.973022 19.217442 55.051861
522 105 3  62.375698 34.592789 36.718487
523 105 3  6.449884 19.613836 7.399302
524 105 3  10.147209 66.738258 16.121744
525 105 3  45.493370 38.851974 43.136627
526 106 3  27.967907 10.718605 29.395000
527 106 3  5.913605 15.677674 51.333023
528 106 3  6.426860 56.303371 52.253254
529 106 3  61.548603 56.595001 44.074535
530 106 3  41.606396 53.714417 19.546047
531 107 3  38.807209 34.640232 24.270931
532 107 3  54.080696 59.002209 0.173139
533 107 3  23.972326 45.382092 43.584885
534 107 3  18.853373 28.464186 48.134304
535 107 3  34.082092 24.728838 42.054653
536 108 3  30.366512 14.917209 12.313837
537 108 3  16.746511 26.986046 2.237442
538 108 3  40.661282 14.442326 1.764937
539 108 3  6.590232 7.280465 49.694187
540 108 3  68.326050 69.644485 60.322208
541 109 3  36.478024 45.656513 43.321976
542 109 3  35.993488 10.366511 64.143723
543 109 3  53.928371 41.629650 6.657907
544 109 3  27.655233 68.831108 19.569534
545 109 3  57.059883 15.703605 26.976164
546 110 3  39.895699 67.177322 43.788372
547 110 3  63.714302 44.013256 18.563023
548 110 3  59.817326 7.074186 18.943489
549 110 3  8.331861 69.402328 40.423370
550 110 3  55.398022 61.260929 8.240582
551 111 3  48.488373 66.272560 19.010698
552 111 3  32.024769 48.464302 15.708838
553 111 3  24.650698 15.292907 33.675697
554 111 3  57.945812 57.031746 53.792557
555 111 3  16.646976 17.988140 55.656048
556 112 3  22.390581 34.662907 35.068142
557 112 3  33.356628 4.649651 62.597210
558 112 3  30.074768 54.313606 25.749069
559 112 3  53.386627 58.874420 54.978607
560 112 3  31.457094 1.511628 50.911278
561 113 3  64.317329 22.546743 13.536744
562 113 3  21.348255 27.410116 67.720581
563 113 3  41.572906 0.460464 56.412674
564 113 3  62.853722 52.982906 50.491859
565 113 3  40.064770 38.885349 55.433022
566 114 3  20.632675 10.748837 13.224884
567 114 3  55.218372 64.191628 54.086861
568 114 3  52.281628 8.067093 39.959766
569 114 3  11.199652 39.418606 65.508141
570 114 3  4.211861 48.929882 59.751976
571 115 3  3.130698 68.648026 23.905581
572 115 3  69.063438 11.882325 61.425930
573 115 3  20.103952 33.637444 0.353604
574 115 3  21.478373 49.980579 24.016163
575 115 3  48.834652 56.850464 5.006047
576 116 3  65.378258 48.672791 27.102558
577 116 3  9.754302 20.558489 16.753489
578 116 3  31.828606 49.050117 30.188721
579 116 3  55.591862 42.723022 61.754883
580 116 3  45.924419 52.112556 9.998605
581 117 3  54.371048 2.677907 15.020000
582 117 3  54.995117 55.676044 29.568256
583 117 3  32.165813 21.283140 8.080349
584 117 3  17.525000 45.921394 61.604187
585 117 3  63.190929 41.515114 8.891861
586 118 3  35.793606 64.848839 24.496046
587 118 3  24.487209 17.458488 22.378023
588 118 3  20.821163 13.871861 58.663139
589 118 3  1.548023 29.171164 21.170931
590 118 3  32.302441 50.974651 35.207325
591 119 3  62.160698 13.392209 18.917675
592 119 3  18.062906 17.249187 26.158257
593 119 3  46.451744 9.353953 5.783605
594 119 3  65.818489 66.354187 40.075001
595 119 3  64.052910 40.606163 69.078018
596 120 3  14.466744 10.430000 10.277675
597 120 3  18.799070 40.821861 50.640118
598 120 3  13.305232 26.990698 20.462442
599 120 3  6.025116 48.391277 22.959536
600 120 3  60.224419 1.183255 68.902847
601 121 3  3.812325 41.797211 57.254650
602 121 3  63.292908 19.101048 16.954302
603 121 3  25.382557 4.324651 7.200931
604 121 3  59.548023 48.620697 50.524536
605 121 3  60.366859 2.428488 38.551163
606 122 3  25.276628 34.388721 11.217791
607 122 3  42.881046 49.472324 39.524418
608 122 3  56.650928 29.819420 38.842674
609 122 3  30.954535 47.965351 44.387791
610 122 3  59.135582 29.586744 7.624302
611 123 3  1.783372 41.541512 30.845116
612 123 3  69.322906 17.096163 20.599186
613 123 3  67.978317 52.935581 52.421280
614 123 3  23.821976 45.419537 8.623488
615 123 3  64.412209 49.521397 54.800583
616 124 3  25.748257 11.754884 4.548837
617 124 3  23.223604 29.663372 38.255581
618 124 3  18.938255 67.495293 41.333370
619 124 3  20.052210 41.587212 44.619419
620 124 3  17.445814 37.998257 35.290813
621 125 3  8.088721 26.562559 25.988953
622 125 3  28.107674 55.238605 5.031512
623 125 3  53.549538 44.857212 25.116396
624 125 3  24.344999 16.999069 65.691856
625 125 3  35.885231 60.696976 37.130699
626 126 3  9.025232 61.624767 53.374187
627 126 3  57.241745 54.875584 18.471395
628 126 3  69.334770 36.126396 44.424885
629 126 3  37.813255 33.334534 53.854881
630 126 3  47.851978 19.314186 47.945351
631 127 3  41.426861 1.561396 27.467907
632 127 3  57.966858 24.912674 28.535000
633 127 3  58.955002 2.544767 51.659767
634 127 3  26.708139 37.561279 62.374649
635 127 3  42.497559 62.552673 3.349535
636 128 3  38.064533 7.924070 31.278837
637 128 3  64.322906 34.956280 3.184767
638 128 3  40.749535 28.817675 31.873487
639 128 3  48.075348 45.653835 58.172791
640 128 3  5.251163 60.430233 15.696511
641 129 3  36.422676 55.261627 22.167210
642 129 3  52.751278 20.371977 5.180697
643 129 3  15.813489 28.163256 43.117908
644 129 3  13.695116 42.109303 68.908432
645 129 3  14.619651 22.883022 6.515697
646 130 3  38.980465 58.022209 34.007210
647 130 3  8.585931 55.328953 63.775581
648 130 3  33.338371 28.405117 12.232209
649 130 3  25.520929 18.262325 27.777557
650 130 3  17.358488 17.406046 60.896278
651 131 3  32.246281 8.460116 18.738722
652 131 3  66.109184 30.683487 49.476627
